offer_id,portal,job_title,company,location,seniority_raw,seniority_group,work_mode_raw,work_mode_group,employment_raw,employment_group,category_raw,category_group,tools_raw,salary_raw,salary_disclosed,record_quality,source_url,access_date,tasks_competencies,requirements,fit_notes,status_raw,duplicate_source_url,duplicate_title_company
56,Pracuj.pl,Młodszy specjalista ds. raportowania i administracji danych,PRO PEOPLE Sp. z o.o.,Warszawa,junior,Junior / entry,stacjonarna,On-site,umowa o pracę / B2B,Multiple options,raportowanie / administracja danych,Reporting & BI,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/mlodszy-specjalista-ds-raportowania-i-administracji-danych-warszawa-rownolegla-4a%2Coferta%2C1002546199,2026-07-09,"raportowanie, administracja danych",junior,pasuje – raportowanie i administracja danych,archiwalna / do weryfikacji,No,No
57,Pracuj.pl,Junior Reporting Analyst,Cheil Poland,Warszawa,junior,Junior / entry,brak danych,Unknown,brak danych,Unknown,raportowanie,Reporting & BI,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-reporting-analyst-warszawa%2Coferta%2C1000290313,2026-07-09,"raportowanie, analiza danych",junior,pasuje – reporting analyst,archiwalna / do weryfikacji,No,No
58,Pracuj.pl,Junior Reporting Analyst,DLA PIPER GSC Poland,Warszawa,junior,Junior / entry,hybrydowa,Hybrid,umowa o pracę,Employment contract,raportowanie,Reporting & BI,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-reporting-analyst-warszawa%2Coferta%2C1002186914,2026-07-09,"standardowe i ad hoc raporty, SLA, obsługa klientów wewn./zewn.",junior,bardzo pasuje – raportowanie i obieg informacji,archiwalna / do weryfikacji,No,No
59,Pracuj.pl,Junior Reporting Analyst (entry level),Citi Poland,Warszawa,entry-level/junior,Junior / entry,brak danych,Unknown,umowa o pracę,Employment contract,raportowanie,Reporting & BI,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-reporting-analyst-entry-level-warszawa%2Coferta%2C1001670660,2026-07-09,"raportowanie, dane finansowe",entry-level,bardzo pasuje – entry-level reporting,archiwalna / do weryfikacji,No,No
60,Pracuj.pl,Junior Reporting Analyst with Spanish,PepsiCo,Kraków,junior,Junior / entry,brak danych,Unknown,brak danych,Unknown,raportowanie / języki,Reporting & BI,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-reporting-analyst-with-spanish-krakow%2Coferta%2C1000220904,2026-07-09,"raportowanie, język hiszpański",junior,pasuje – raportowanie i informacja,archiwalna / do weryfikacji,No,No
61,Pracuj.pl,Junior Reporting Analyst with German (B1),Lufthansa Group Business Services Sp. z o.o.,Kraków,junior/mid,Junior–Mid,hybrydowa,Hybrid,umowa o pracę,Employment contract,raportowanie / języki,Reporting & BI,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-reporting-analyst-with-german-b1-krakow-wadowicka-3b%2Coferta%2C1003725453,2026-07-09,"raportowanie, praca z danymi","angielski, niemiecki",pasuje – raportowanie i dane,archiwalna / do weryfikacji,No,No
62,Pracuj.pl,Junior Business Analyst,PAVE POLAND sp. z o.o.,Warszawa,junior,Junior / entry,hybrydowa,Hybrid,umowa o pracę,Employment contract,analiza biznesowa,Business & systems analysis,brak danych,6 500–9 000 zł brutto/mies.,Yes,Needs verification,https://www.pracuj.pl/praca/junior-business-analyst-warszawa-chmielna-73%2Coferta%2C1004245129,2026-07-09,"analiza biznesowa, product management",junior,pasuje – junior business analyst,archiwalna / do weryfikacji,No,No
63,Pracuj.pl,Junior Business Analyst,ASTEK Polska,Warszawa,junior,Junior / entry,hybrydowa,Hybrid,umowa o pracę / B2B,Multiple options,analiza biznesowa,Business & systems analysis,MS Office,5 500–6 500 zł brutto/mies.,Yes,Needs verification,https://www.pracuj.pl/praca/junior-business-analyst-warszawa%2Coferta%2C1003417098,2026-07-09,"dokumenty, raporty, komunikacja z interesariuszami",junior,"bardzo pasuje – dokumenty, raporty, analiza biznesowa",archiwalna / do weryfikacji,No,No
64,Pracuj.pl,Junior Business Analyst,Randstad Polska Sp. z o.o.,Warszawa,junior,Junior / entry,hybrydowa,Hybrid,umowa o pracę,Employment contract,analiza biznesowa,Business & systems analysis,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-business-analyst-warszawa%2Coferta%2C1002095371,2026-07-09,analiza biznesowa,junior,pasuje – junior business analyst,archiwalna / do weryfikacji,No,No
65,Pracuj.pl,Junior Business Analyst,Integral Solutions,Warszawa,junior,Junior / entry,brak danych,Unknown,brak danych,Unknown,analiza biznesowa/systemowa,Business & systems analysis,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-business-analyst-warszawa%2Coferta%2C1004695678,2026-07-09,analiza biznesowa i systemowa,junior,pasuje – business/system analyst,archiwalna / do weryfikacji,No,No
66,Pracuj.pl,Junior Business Analyst (Talent Program),BEC Poland,Warszawa,junior,Junior / entry,hybrydowa,Hybrid,umowa o pracę,Employment contract,analiza biznesowa / program talentowy,Business & systems analysis,brak danych,6 000 zł brutto/mies.,Yes,Needs verification,https://www.pracuj.pl/praca/junior-business-analyst-talent-program-warszawa%2Coferta%2C1001630813,2026-07-09,"analiza biznesowa, program dla początkujących",junior,bardzo pasuje – entry-level/talent program,archiwalna / do weryfikacji,No,No
67,Pracuj.pl,Junior Business Analyst,Citi Poland,Warszawa,junior,Junior / entry,brak danych,Unknown,brak danych,Unknown,analiza biznesowa,Business & systems analysis,brak danych,brak danych,No,Needs verification,https://www.pracuj.pl/praca/junior-business-analyst-warszawa%2Coferta%2C1001541977,2026-07-09,analiza biznesowa,junior,pasuje – junior business analyst,archiwalna / do weryfikacji,No,No
68,No Fluff Jobs,Junior Data Analyst,Experis Polska,Wrocław,junior,Junior / entry,hybrydowa,Hybrid,B2B,B2B,data analyst,Data analysis,"Qlik, UX, SharePoint",13 440–15 120 PLN + VAT B2B/mies.,Yes,Needs verification,https://nofluffjobs.com/pl/job/junior-data-analyst-experis-polska-wroclaw,2026-07-09,"analiza danych, narzędzia danych",junior,bardzo pasuje – junior data analyst,zweryfikować aktualność,No,No
69,No Fluff Jobs,Junior Data Analyst,Antal,Warszawa,junior,Junior / entry,brak danych,Unknown,umowa o pracę,Employment contract,data analyst / accounting,Data analysis,"MS Office, Excel",widełki na stronie,No,Needs verification,https://nofluffjobs.com/pl/job/junior-data-analyst-antal-warszawa,2026-07-09,"analiza danych, Excel",junior,pasuje – junior data analyst,zweryfikować aktualność,No,No
70,No Fluff Jobs,Junior Data Analyst,Comscore via CC,zdalnie,junior,Junior / entry,zdalna,Remote,B2B,B2B,data analyst,Data analysis,brak danych,6 000–8 000 PLN + VAT B2B/mies.,Yes,Needs verification,https://nofluffjobs.com/pl/job/junior-data-analyst-comscore-via-cc-remote,2026-07-09,analiza danych,junior,pasuje – junior data analyst remote,zweryfikować aktualność,No,No
71,Indeed,Junior Data Analyst,OEConnection,Kraków,junior,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,analityczne / dane,Data analysis,"Excel, MS Office",brak informacji,No,Needs verification,https://pl.indeed.com/q-junior-data-analyst-oferty-pracy.html,2026-07-09,"analiza danych, praca z danymi, weryfikacja i porządkowanie informacji","język angielski, umiejętności analityczne",pasuje – stanowisko juniorskie z obszaru analizy danych i jakości informacji,do weryfikacji – wynik/źródło z Indeed,No,No
72,Indeed,Data Analyst / Data Engineer (Junior/Mid),Payarto,Warszawa,junior/mid,Junior–Mid,brak informacji,Unknown,brak informacji,Unknown,analityczne / dane / BI,Reporting & BI,"SQL, Python/R, narzędzia BI",brak informacji,No,Needs verification,https://pl.indeed.com/q-data-analyst-l-warszawa%2C-mazowieckie-oferty-pracy.html,2026-07-09,"analiza danych, business intelligence, praca z bazami danych","1–5 lat doświadczenia, SQL, angielski","częściowo pasuje – poziom junior/mid, analiza danych i BI",do weryfikacji – wynik/źródło z Indeed,No,No
73,Indeed,Junior Data Governance Analyst,Madiff,zdalnie,junior,Junior / entry,zdalna,Remote,brak informacji,Unknown,data governance / jakość danych,Data governance & quality,brak informacji,brak informacji,No,Needs verification,https://pl.indeed.com/q-data-analyst-l-zdalnie-oferty-pracy.html,2026-07-09,"data governance, data management, data quality, transformacja danych",doświadczenie juniorskie w data management/governance,"bardzo pasuje – ład danych, jakość i zarządzanie informacją",do weryfikacji – wynik/źródło z Indeed,Yes,No
74,Indeed,Junior Data Management and Reporting Analyst,Eurofins,Katowice,junior,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,raportowanie / zarządzanie danymi,Reporting & BI,"Excel, narzędzia raportowe",brak informacji,No,Needs verification,https://pl.indeed.com/q-data-analyst-l-zdalnie-oferty-pracy.html,2026-07-09,"ad hoc reporting, business data analysis, zarządzanie danymi","angielski, analiza danych",bardzo pasuje – raportowanie i zarządzanie danymi,do weryfikacji – wynik/źródło z Indeed,Yes,No
75,Indeed,Cybersecurity Support Analyst,SCALO,Wrocław,junior/specjalista,Junior–Mid,brak informacji,Unknown,brak informacji,Unknown,support / analiza informacji,Operations & data support,MS Office,brak informacji,No,Needs verification,https://pl.indeed.com/q-junior-data-analyst-l-wroc%C5%82aw%2C-dolno%C5%9Bl%C4%85skie-oferty-pracy.html,2026-07-09,"analiza procesów, praca z dokumentacją i informacją operacyjną","MS Office, dokładność, organizacja pracy","pasuje warunkowo – analiza procesów, informacje i systemy bezpieczeństwa",do weryfikacji – wynik/źródło z Indeed,Yes,No
76,Indeed,Energy Data Analyst,E&C,Wrocław,junior/specjalista,Junior–Mid,brak informacji,Unknown,brak informacji,Unknown,analityczne / dane branżowe,Data analysis,brak informacji,brak informacji,No,Needs verification,https://pl.indeed.com/q-junior-data-analyst-l-wroc%C5%82aw%2C-dolno%C5%9Bl%C4%85skie-oferty-pracy.html,2026-07-09,analiza i synteza danych dla klientów i zespołów,"umiejętności analityczne, komunikacja",pasuje – analiza danych branżowych i komunikowanie wniosków,do weryfikacji – wynik/źródło z Indeed,Yes,No
77,JustJoinIT,Junior Data Analyst (Banking / Data Warehouse),CGI,Warszawa,junior,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,data warehouse / analiza danych,Reporting & BI,"SQL, Data Warehouse",brak informacji,No,Needs verification,https://justjoin.it/job-offer/cgi-junior-data-analyst-banking-data-warehouse--warszawa-data,2026-07-09,"wsparcie rozwoju hurtowni danych, analiza danych bankowych","SQL, analityka, angielski","bardzo pasuje – hurtownia danych, analiza i systemy informacyjne",zweryfikowana w wynikach wyszukiwania,No,No
78,JustJoinIT,Junior Data Analyst,The Swarm,Kraków,junior,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,analityczne / dane,Data analysis,brak informacji,brak informacji,No,Needs verification,https://justjoin.it/job-offer/the-swarm-junior-data-analyst-krakow-analytics,2026-07-09,"analiza danych, przygotowywanie zestawień i wniosków",umiejętności analityczne,pasuje – stanowisko juniorskie w analizie danych,zweryfikowana w wynikach wyszukiwania,No,No
79,JustJoinIT,Junior Product/Data Analyst – e-Xperience Program,Allegro,Warszawa,junior / program absolwencki,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,product analytics / dane,Data analysis,brak informacji,brak informacji,No,Needs verification,https://justjoin.it/job-offer/allegro-junior-product-data-analyst---e-xperience-program-associate-warszawa-data,2026-07-09,"analiza danych produktowych, raportowanie, wspieranie decyzji","analityka, komunikacja, praca z danymi","bardzo pasuje – program wejściowy, analiza danych produktowych",zweryfikowana w wynikach wyszukiwania,No,No
80,JustJoinIT,Junior Data Analyst,FINANTEQ,Lublin,junior,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,analityczne / dane,Data analysis,brak informacji,2 042–3 131 USD/mies.,Yes,Needs verification,https://justjoin.it/job-offer/finanteq-junior-data-analyst-lublin-data,2026-07-09,"analiza danych, raportowanie, wspieranie procesów biznesowych","min. roczne doświadczenie, wykształcenie kierunkowe","pasuje – junior data analyst, choć wymaga doświadczenia",zweryfikowana w wynikach wyszukiwania,No,No
81,JustJoinIT,Junior Data Engineer (Azure Data Factory),brak informacji,Kraków / Polska,junior,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,data engineering / systemy danych,Reporting & BI,"Azure Data Factory, SQL",1 888–3 399 USD/mies.,Yes,Needs verification,https://justjoin.it/job-offers/krakow/data,2026-07-09,"przetwarzanie danych, praca z systemami danych","narzędzia chmurowe, SQL","pasuje warunkowo – bardziej techniczne, ale dotyczy systemów danych",do weryfikacji – wynik kategorii data,No,No
82,JustJoinIT,Junior Business Analyst,brak informacji,Warszawa / Polska,junior,Junior / entry,brak informacji,Unknown,brak informacji,Unknown,analiza biznesowa / informacja,Information & documentation,brak informacji,2 287–2 516 USD/mies.,Yes,Needs verification,https://justjoin.it/job-offers/warszawa/analytics,2026-07-09,"analiza wymagań biznesowych, dokumentacja, komunikacja z interesariuszami","komunikacja, analiza procesów",bardzo pasuje – analiza informacji i dokumentacja wymagań,do weryfikacji – wynik kategorii analytics,No,No
83,Aplikuj.pl,Junior Operations Analyst (M/K),ManpowerGroup Sp. z o.o.,Warszawa,junior,Junior / entry,hybrydowa,Hybrid,kontrakt B2B,B2B,operations / analiza danych,Operations & data support,"Excel, Power BI",brak informacji,No,Needs verification,https://www.aplikuj.pl/oferta/3216565/junior-operations-analyst-m-k-kontrakt-b2b-manpowergroup-sp-z-o-o,2026-07-09,"praca z dużymi zbiorami danych, uzgodnienia, finanse, operacje","1–3 lata, angielski B2/C1, Excel, Power BI","bardzo pasuje – analiza operacyjna, dane i raportowanie",zweryfikowana w wynikach wyszukiwania,No,No
84,Aplikuj.pl,Analityk danych,różni pracodawcy,cała Polska,junior/specjalista,Junior–Mid,różny,Mixed / flexible,różna,Multiple options,analityczne / dane,Data analysis,"Excel, SQL, Power BI",brak informacji,No,Needs verification,https://www.aplikuj.pl/praca/analityk-danych/strona-16,2026-07-09,"analiza danych, raportowanie, praca z informacją",zależnie od oferty,źródło do selekcji ofert z obszaru analityki danych,wyniki wyszukiwania – wybrać konkretne oferty,No,No
85,Aplikuj.pl,Junior Operations / Data Analyst,różni pracodawcy,Warszawa,junior,Junior / entry,hybrydowa / zdalna,Hybrid,różna,Multiple options,operations / dane,Operations & data support,"Excel, Power BI",brak informacji,No,Needs verification,https://www.aplikuj.pl/praca/warszawa/junior,2026-07-09,"analiza operacyjna, raportowanie, kontrola danych","analityka, dokładność, komunikacja",pasuje – stanowiska operacyjno-analityczne dla juniorów,wyniki wyszukiwania – wybrać konkretne oferty,No,No
86,Aplikuj.pl,Analityk finansowy,różni pracodawcy,Warszawa,junior/specjalista,Junior–Mid,różny,Mixed / flexible,różna,Multiple options,analityczne / finansowe,Data analysis,"Excel, Power BI",8 000–19 000 zł brutto/mies. w wynikach kategorii,Yes,Needs verification,https://www.aplikuj.pl/praca/warszawa/analityk-finansowy,2026-07-09,"analiza finansowa, dane, raportowanie","analityka, finanse, Excel","pasuje częściowo – analiza i raportowanie, ale wymaga selekcji ofert juniorskich",wyniki wyszukiwania – wybrać konkretne oferty,No,No
87,Aplikuj.pl,Specjalista ds. dokumentacji,różni pracodawcy,cała Polska,junior/specjalista,Junior–Mid,różny,Mixed / flexible,różna,Multiple options,dokumentacja / informacja,Information & documentation,"MS Office, systemy obiegu dokumentów",brak informacji,No,Needs verification,https://www.aplikuj.pl/praca/specjalista-ds-dokumentacji,2026-07-09,"zarządzanie dokumentacją, archiwizacja, porządkowanie informacji","dokładność, organizacja pracy, MS Office",bardzo pasuje – dokumentacja i organizacja informacji,do weryfikacji – wyszukiwanie portalu,No,Yes
88,OLX Praca,Młodszy specjalista ds. administracji i dokumentacji,różni pracodawcy,cała Polska,junior,Junior / entry,stacjonarna / hybrydowa,Hybrid,umowa o pracę / zlecenie,Multiple options,administracyjno-informacyjne,Operations & data support,MS Office,brak informacji,No,Needs verification,https://www.olx.pl/praca/q-m%C5%82odszy-specjalista-ds-dokumentacji/,2026-07-09,"obsługa dokumentów, wprowadzanie danych, archiwizacja informacji","dokładność, organizacja, MS Office",pasuje – praca z dokumentacją i danymi organizacyjnymi,do weryfikacji – wyniki OLX,No,No
89,OLX Praca,Pracownik administracyjny / wprowadzanie danych,różni pracodawcy,cała Polska,entry-level,Junior / entry,stacjonarna,On-site,różna,Multiple options,wprowadzanie danych / administracja,Operations & data support,"MS Office, systemy wewnętrzne",brak informacji,No,Needs verification,https://www.olx.pl/praca/q-wprowadzanie-danych/,2026-07-09,"wprowadzanie i porządkowanie danych, obsługa dokumentów","dokładność, podstawowa obsługa komputera",pasuje warunkowo – podstawowy poziom pracy z danymi i informacją,do weryfikacji – wyniki OLX,No,No
90,OLX Praca,Młodszy specjalista ds. obsługi klienta i administracji,różni pracodawcy,cała Polska,junior,Junior / entry,stacjonarna / hybrydowa,Hybrid,różna,Multiple options,obsługa klienta / informacja,Information & documentation,"CRM, MS Office",brak informacji,No,Needs verification,https://www.olx.pl/praca/q-m%C5%82odszy-specjalista-ds-obs%C5%82ugi-klienta/,2026-07-09,"obsługa zgłoszeń, aktualizacja danych, komunikacja informacyjna","komunikacja, dokładność, praca z systemem",pasuje – komunikacja informacyjna i aktualizacja danych w systemie,do weryfikacji – wyniki OLX,No,No
91,OLX Praca,Asystent / Asystentka ds. dokumentacji,różni pracodawcy,cała Polska,entry-level,Junior / entry,stacjonarna,On-site,różna,Multiple options,dokumentacja / administracja,Information & documentation,MS Office,brak informacji,No,Needs verification,https://www.olx.pl/praca/q-asystent-ds-dokumentacji/,2026-07-09,"kompletowanie, porządkowanie i archiwizacja dokumentów","dokładność, organizacja pracy",pasuje – wejściowe stanowisko dokumentacyjne,do weryfikacji – wyniki OLX,No,No
92,Bulldogjob,Junior Data Analyst,różni pracodawcy,Polska,junior,Junior / entry,zdalna / hybrydowa,Hybrid,B2B / UoP,Multiple options,analityczne / dane / IT,Data analysis,"SQL, Python, BI",brak informacji,No,Needs verification,"https://bulldogjob.pl/companies/jobs/s/city,Polska/skills,Data%20Analyst?experience=junior",2026-07-09,"analiza danych, przygotowywanie raportów, współpraca z zespołami IT/biznes","SQL, Excel/BI, angielski","pasuje – portal technologiczny, oferty data/analytics",do weryfikacji – wyniki portalu,No,No
93,Bulldogjob,Junior Business Analyst,różni pracodawcy,Polska,junior,Junior / entry,zdalna / hybrydowa,Hybrid,B2B / UoP,Multiple options,analiza biznesowa / dokumentacja,Information & documentation,"UML, Jira, Confluence",brak informacji,No,Needs verification,"https://bulldogjob.pl/companies/jobs/s/city,Polska/skills,Business%20Analyst?experience=junior",2026-07-09,"analiza wymagań, dokumentowanie procesów, komunikacja z interesariuszami","komunikacja, analityka, dokumentacja",bardzo pasuje – analiza informacji i dokumentacja wymagań,do weryfikacji – wyniki portalu,No,No
94,Bulldogjob,Junior BI Analyst,różni pracodawcy,Polska,junior,Junior / entry,zdalna / hybrydowa,Hybrid,różna,Multiple options,BI / raportowanie,Reporting & BI,"SQL, Power BI, Excel",brak informacji,No,Needs verification,"https://bulldogjob.pl/companies/jobs/s/city,Polska/skills,Power%20BI?experience=junior",2026-07-09,"tworzenie raportów, analiza danych, dashboardy","SQL, Power BI, analityka","bardzo pasuje – BI, raportowanie i analiza danych",do weryfikacji – wyniki portalu,No,No
95,GoWork.pl,Młodszy Analityk Danych,różni pracodawcy,cała Polska,junior,Junior / entry,różny,Mixed / flexible,różna,Multiple options,analityczne / dane,Data analysis,"Excel, SQL, Power BI",brak informacji,No,Needs verification,https://www.gowork.pl/praca/analityk-danych;st,2026-07-09,"analiza danych, zestawienia, raportowanie","umiejętności analityczne, Excel",pasuje – dodatkowy portal ogólny z ofertami pracy,do weryfikacji – wyniki GoWork,No,No
96,GoWork.pl,Specjalista ds. raportowania,różni pracodawcy,cała Polska,junior/specjalista,Junior–Mid,różny,Mixed / flexible,różna,Multiple options,raportowanie / analityka,Reporting & BI,"Excel, Power BI",brak informacji,No,Needs verification,https://www.gowork.pl/praca/specjalista-ds-raportowania;st,2026-07-09,"przygotowywanie raportów, obsługa danych, analiza informacji","Excel, dokładność, analityka",pasuje – raportowanie i praca z informacją,do weryfikacji – wyniki GoWork,No,No
97,GoWork.pl,Specjalista ds. dokumentacji,różni pracodawcy,cała Polska,junior/specjalista,Junior–Mid,różny,Mixed / flexible,różna,Multiple options,dokumentacja / informacja,Information & documentation,"MS Office, system obiegu dokumentów",brak informacji,No,Needs verification,https://www.gowork.pl/praca/specjalista-ds-dokumentacji;st,2026-07-09,"obsługa dokumentacji, archiwizacja, aktualizacja danych","dokładność, MS Office, organizacja",bardzo pasuje – zarządzanie dokumentacją i informacją,do weryfikacji – wyniki GoWork,No,Yes
98,LinkedIn,Junior Research Analyst,różni pracodawcy,Polska,junior,Junior / entry,zdalna / hybrydowa,Hybrid,różna,Multiple options,research / analiza informacji,Information & documentation,"Excel, narzędzia researchowe",brak informacji,No,Needs verification,https://pl.linkedin.com/jobs/junior-research-analyst-jobs,2026-07-09,"wyszukiwanie, selekcja i analiza informacji, przygotowanie zestawień","angielski, research, dokładność",bardzo pasuje – analiza i selekcja informacji,wyniki LinkedIn – wybrać konkretne oferty,No,No
99,LinkedIn,Junior Reporting Analyst,różni pracodawcy,Polska,junior,Junior / entry,zdalna / hybrydowa,Hybrid,różna,Multiple options,raportowanie / dane,Reporting & BI,"Excel, Power BI, SQL",brak informacji,No,Needs verification,https://pl.linkedin.com/jobs/junior-reporting-analyst-jobs,2026-07-09,"raportowanie, analiza danych, przygotowywanie zestawień","Excel/Power BI/SQL, angielski",bardzo pasuje – raportowanie i dane organizacyjne,wyniki LinkedIn – wybrać konkretne oferty,No,No
100,LinkedIn,Junior Knowledge Management Specialist,różni pracodawcy,Polska,junior,Junior / entry,zdalna / hybrydowa,Hybrid,różna,Multiple options,knowledge management / informacja,Information & documentation,"MS Office, systemy wiedzy",brak informacji,No,Needs verification,https://pl.linkedin.com/jobs/junior-knowledge-management-specialist-jobs,2026-07-09,"porządkowanie wiedzy organizacyjnej, dokumentacja, bazy wiedzy","komunikacja, organizacja informacji, angielski",bardzo pasuje – bezpośrednio obszar zarządzania wiedzą i informacją,wyniki LinkedIn – wybrać konkretne oferty,No,No
